,order_id,order_estimated_delivery_date,order_delivered_customer_date,atraso_medio_dias
60,2f71a7d28c0418b03cd08aed6b0a4400,2018-04-27 00:00:00+00:00,2018-07-11 15:06:43+00:00,75
61,4dc5a389009b6cb5c61706d49f229a39,2018-03-15 00:00:00+00:00,2018-05-28 21:47:43+00:00,74
62,00d1289d5125017a90e528b5a7cee91f,2018-04-06 00:00:00+00:00,2018-06-19 18:42:26+00:00,74
63,a4efaffc506a395c9cea7402b078c1e5,2018-02-23 00:00:00+00:00,2018-05-07 19:25:33+00:00,73
64,d1f789756b59a9fb40b3becadeac90e4,2017-12-12 00:00:00+00:00,2018-02-23 00:16:50+00:00,73
65,489191dca3848c2c6ddbf667d4935fc3,2018-02-06 00:00:00+00:00,2018-04-19 20:16:48+00:00,72
66,77f1ce3b8d86fff49b9c811f00f4dc13,2018-03-21 00:00:00+00:00,2018-05-30 23:50:44+00:00,70
67,2e56f943f231f5fe108f43fb370b0ed6,2017-03-16 00:00:00+00:00,2017-05-25 07:14:44+00:00,70
68,a622cb9542d08e3004c1a9a33a7cd859,2017-07-12 00:00:00+00:00,2017-09-19 16:02:30+00:00,69
69,891331814ee1cbcb8f77a53b2b136099,2018-03-16 00:00:00+00:00,2018-05-23 22:04:43+00:00,68
70,201ebbf7634b25abd400f84d519cf297,2017-07-13 00:00:00+00:00,2017-09-19 14:02:52+00:00,68
71,38bfa8770aab7482945c44803221107e,2018-02-08 00:00:00+00:00,2018-04-16 12:40:54+00:00,67
72,739e19153280cbc1a87c1a84be1ec4f6,2018-03-02 00:00:00+00:00,2018-05-07 17:22:47+00:00,66
73,c679466a1ba6a8bdedcb2396f9e1dcbd,2018-03-16 00:00:00+00:00,2018-05-21 12:18:22+00:00,66
74,633f4fc75774571fccaef584dfce5a7b,2017-10-19 00:00:00+00:00,2017-12-23 20:07:03+00:00,65
75,d3aa5667ad65af7fa58a5481d0aff07a,2017-03-08 00:00:00+00:00,2017-05-12 13:43:02+00:00,65
76,af95d7a4f9643401325ec89b4f7f8afe,2017-06-13 00:00:00+00:00,2017-08-17 17:47:41+00:00,65
77,607a624a0fb32899edc4e3f9c9b24189,2017-07-03 00:00:00+00:00,2017-09-04 11:10:58+00:00,63
78,f390346ecbf61a6b81b92017a7410df1,2017-11-24 00:00:00+00:00,2018-01-26 12:51:50+00:00,63
79,2c9ef60013a5ee6a831360e3d98c9c0d,2017-09-25 00:00:00+00:00,2017-11-24 11:45:32+00:00,60
80,fd4db108a62ede2be6aa8ef940b04fee,2018-04-02 00:00:00+00:00,2018-06-01 17:02:26+00:00,60
81,3602a80b09d914236f74c733631f3b8b,2018-03-19 00:00:00+00:00,2018-05-18 11:06:52+00:00,60
82,ca759ab8f22c84329b8dbcb5192ef923,2017-12-18 00:00:00+00:00,2018-02-16 17:58:57+00:00,60
83,0096668e5b0b8e9657a6f7209a4e58b4,2018-07-19 00:00:00+00:00,2018-09-17 14:42:46+00:00,60
84,416536d8c07c9cfd3cb14e229ec424a5,2018-04-03 00:00:00+00:00,2018-06-01 20:56:18+00:00,59
85,a81c8b86774acbd8736ec06f26772f41,2018-06-20 00:00:00+00:00,2018-08-17 11:54:45+00:00,58
86,c0a44fead1bf940766c68e73c9224dd2,2017-08-17 00:00:00+00:00,2017-10-14 13:33:12+00:00,58
87,c632f9a8a1b942e306b0335429bdb142,2018-04-12 00:00:00+00:00,2018-06-09 14:49:53+00:00,58
88,7797e37c568b84182c813b9b2492b384,2018-07-16 00:00:00+00:00,2018-09-12 15:51:39+00:00,58
89,ce3306b493edca02b65cedf9da8f0f7d,2018-05-30 00:00:00+00:00,2018-07-26 19:17:33+00:00,57
90,c60c1ff560443153d7f50771e5fe9b92,2018-03-15 00:00:00+00:00,2018-05-11 16:45:21+00:00,57
91,9e5a1beaee5b0847c3254738fe668243,2018-03-09 00:00:00+00:00,2018-05-04 05:12:09+00:00,56
92,88c73414c84d0729fdfc26ad5442963e,2018-03-29 00:00:00+00:00,2018-05-24 22:22:27+00:00,56
93,3777a556763eb6cb59f7dd14e90c4ab7,2018-03-19 00:00:00+00:00,2018-05-14 22:19:03+00:00,56
94,b5b7c54093bad4e0d745214e691224d7,2018-02-22 00:00:00+00:00,2018-04-19 17:34:39+00:00,56
95,69c7a1e070c1759e15f7a5fd24c36e5b,2017-04-04 00:00:00+00:00,2017-05-29 09:42:44+00:00,55
96,7e8641c6ba8f77235152dd1c3356f814,2018-03-21 00:00:00+00:00,2018-05-15 20:58:28+00:00,55
97,cd63595a31d3717ff7ea9a0b041104a9,2017-03-02 00:00:00+00:00,2017-04-26 15:36:21+00:00,55
98,8e25d7ae5953ee779b0bb0a71e434b4c,2018-03-20 00:00:00+00:00,2018-05-14 17:31:47+00:00,55
99,68619ce8e1d093c01359eb9d2dd22120,2018-02-08 00:00:00+00:00,2018-04-03 19:36:57+00:00,54
100,e43bf5e038481356e162cc65ab7fb1c2,2018-03-07 00:00:00+00:00,2018-04-30 16:44:28+00:00,54
101,c5c439c95db69979fd8f66c6eec564e5,2017-08-25 00:00:00+00:00,2017-10-18 18:31:48+00:00,54
102,0799d89dedaf5ef08f3a90b967cb2ccd,2018-03-16 00:00:00+00:00,2018-05-09 12:26:39+00:00,54
103,85e82878a7121ee2d2018b2299b7915e,2018-03-16 00:00:00+00:00,2018-05-08 15:40:58+00:00,53
104,f976bd9178b8f3927dbf9f4b5f9e7f16,2018-03-26 00:00:00+00:00,2018-05-18 18:48:43+00:00,53
105,038345c4a9d21c17180f2f77e1701c69,2017-12-04 00:00:00+00:00,2018-01-25 12:59:42+00:00,52
106,09c06d47b8b58dbabf753646fe5b89ab,2018-04-30 00:00:00+00:00,2018-06-21 13:04:31+00:00,52
107,0feaee28abc2453bef40e3718f5c7392,2018-04-03 00:00:00+00:00,2018-05-25 16:03:24+00:00,52
108,855ae4582654ba4a199f982c721df826,2018-03-05 00:00:00+00:00,2018-04-26 23:26:34+00:00,52
109,fbee80ef6891c144af8ff9dc788aaa89,2017-03-06 00:00:00+00:00,2017-04-26 09:35:51+00:00,51
110,db1ae8f588760472271b496a2459ba6c,2018-01-22 00:00:00+00:00,2018-03-14 18:45:24+00:00,51
111,aeebf4abbcfb9bac43b6a31399a3e93c,2017-09-28 00:00:00+00:00,2017-11-18 13:32:09+00:00,51
112,e78602addbd8567873e9ad519d11ad9c,2018-01-31 00:00:00+00:00,2018-03-23 23:49:22+00:00,51
113,843987ad16fdca324fc74eb57896cee2,2018-03-26 00:00:00+00:00,2018-05-16 14:03:21+00:00,51
114,f967b3b4e10db096bfc62535abb40d43,2018-01-11 00:00:00+00:00,2018-03-02 15:15:11+00:00,50
115,7410535fe6a922518e4f862208c066bf,2018-05-23 00:00:00+00:00,2018-07-12 12:02:06+00:00,50
116,ae213a9f84c777fb7a31e8c0f09fd30c,2018-07-31 00:00:00+00:00,2018-09-19 15:46:39+00:00,50
117,29e0119d96b893bbfd5ecea741a06835,2018-03-21 00:00:00+00:00,2018-05-10 17:54:38+00:00,50
118,8a7679380ddbbbe7495aa2d1cafd515b,2017-04-06 00:00:00+00:00,2017-05-26 10:41:52+00:00,50
119,7c0b9b2385b65bd8c7aa778a843155e9,2018-03-22 00:00:00+00:00,2018-05-11 02:33:27+00:00,50
120,c5222412ad9d123721c453c7c21a6cfa,2017-07-18 00:00:00+00:00,2017-09-06 18:36:25+00:00,50
121,121191d52387cd00dc63011edaeb8af2,2017-11-21 00:00:00+00:00,2018-01-09 18:55:47+00:00,49
122,f31535f21d145b2345e2bf7f09d62322,2018-03-05 00:00:00+00:00,2018-04-23 15:49:34+00:00,49
123,b2997e1d7061605e9285496c581d1fbd,2018-08-14 00:00:00+00:00,2018-10-02 00:18:50+00:00,49
124,81f2ee7669eee05b13906d24d43ebc69,2018-04-13 00:00:00+00:00,2018-06-01 19:56:25+00:00,49
125,24ca685e5655ee79182c18a5f5b1510d,2018-03-19 00:00:00+00:00,2018-05-07 11:55:41+00:00,49
126,5a34dfccd6fb223c870ad34652d64274,2018-03-06 00:00:00+00:00,2018-04-24 14:17:29+00:00,49
127,fc74153e0ac39bb68c8f8f9e4758f001,2018-05-11 00:00:00+00:00,2018-06-29 17:03:25+00:00,49
128,9ab0996e3fa56c0c453bdaa598164273,2017-11-16 00:00:00+00:00,2018-01-04 23:54:26+00:00,49
129,7c7b51735653e5eabc93b37b0f454428,2017-12-28 00:00:00+00:00,2018-02-15 23:08:15+00:00,49
130,3a221cd6b7d813e2b6cf57339f37a062,2018-03-08 00:00:00+00:00,2018-04-26 17:02:20+00:00,49
131,9570e7230d3d4ecaacbc7843e6646b33,2017-07-17 00:00:00+00:00,2017-09-04 23:33:27+00:00,49
132,bac5252be9b1269976695ebd118ef43d,2017-11-29 00:00:00+00:00,2018-01-16 21:36:56+00:00,48
133,98cdb0b0199939368746cb2beba58efe,2018-02-14 00:00:00+00:00,2018-04-03 20:32:52+00:00,48
134,1e12d5b3e0bc11aa9db357373ccde6f8,2018-03-21 00:00:00+00:00,2018-05-08 22:23:48+00:00,48
135,e115da7a49ec2acf622e1f31da65cfb9,2018-05-10 00:00:00+00:00,2018-06-27 18:52:49+00:00,48
136,beebcdb81ca8d717ee63fbee85b1826e,2018-03-08 00:00:00+00:00,2018-04-25 21:56:42+00:00,48
137,c595bbefb93ccf827f9dd4b7c3f25785,2018-02-08 00:00:00+00:00,2018-03-28 21:08:57+00:00,48
138,56af0400ccac703cca01cd9846d29c58,2018-03-19 00:00:00+00:00,2018-05-06 17:08:31+00:00,48
139,ce3a36c0bcc4edf5c49a0a29b3da3963,2018-03-22 00:00:00+00:00,2018-05-09 23:08:44+00:00,48
140,f2c9428d2c7720cb4e9f2a9634673ce6,2017-11-10 00:00:00+00:00,2017-12-27 21:06:58+00:00,47
141,cafc9b2f7d35ec42bdb74347cc6e8a70,2018-02-16 00:00:00+00:00,2018-04-04 17:12:36+00:00,47
142,df81dcb40098fb783a6525fa2f868bc9,2018-05-04 00:00:00+00:00,2018-06-20 22:32:03+00:00,47
143,8f9005e33af4e9098cb514dd5f44b0bb,2018-02-15 00:00:00+00:00,2018-04-03 01:32:03+00:00,47
144,982721650f1a226d3b11b4d852d461d2,2018-03-21 00:00:00+00:00,2018-05-07 18:16:28+00:00,47
145,c1ce7c20699d83bcfb424c8e800a1788,2018-06-07 00:00:00+00:00,2018-07-24 18:28:27+00:00,47
146,64fee01b4774a493de37aafa79a3d434,2017-03-31 00:00:00+00:00,2017-05-16 13:47:52+00:00,46
147,f23681a0fffdb8051c674707c7e912ef,2018-08-06 00:00:00+00:00,2018-09-21 23:46:29+00:00,46
148,23a0c1ef37b1e2599235e834bbb55673,2017-08-04 00:00:00+00:00,2017-09-19 16:39:58+00:00,46
149,f09ab7ba678ff9971a9e9b52999030ea,2018-03-16 00:00:00+00:00,2018-05-01 16:12:05+00:00,46
150,8311aa3b9c474639d7f344868c3fe150,2018-02-02 00:00:00+00:00,2018-03-20 15:18:36+00:00,46
151,87f795f6abd4bbe786854091a9c6e651,2018-02-02 00:00:00+00:00,2018-03-20 00:12:42+00:00,46
152,fd84aa1fc4c825c367cbb777d82e5a2a,2018-03-27 00:00:00+00:00,2018-05-11 19:32:35+00:00,45
153,6fd33c34a877e5a474ed190b5738ab58,2018-05-07 00:00:00+00:00,2018-06-21 13:04:11+00:00,45
154,b77b82b683e9956ecdf55514de3d1f1d,2017-11-24 00:00:00+00:00,2018-01-08 15:19:43+00:00,45
155,8b41e34451a7b359ebae366d22e4abd4,2018-04-24 00:00:00+00:00,2018-06-08 23:18:30+00:00,45
156,0d103d6504de00ed0c99969517a9ad52,2018-02-19 00:00:00+00:00,2018-04-05 23:28:24+00:00,45
157,f359fa9d20251af793b9b9704c9b3f47,2018-03-26 00:00:00+00:00,2018-05-10 13:57:44+00:00,45
158,039ec885e36627ae6353cfd42a41c5da,2018-03-19 00:00:00+00:00,2018-05-03 22:13:30+00:00,45
159,e706765d0ab55ce790c7713ddc4e1ecf,2017-05-25 00:00:00+00:00,2017-07-08 12:53:25+00:00,44
160,8e81e473c93d414e73105233e248347b,2018-03-27 00:00:00+00:00,2018-05-10 13:40:48+00:00,44
161,ed9a73914b6e0fca8d1b8939f2c41879,2017-04-19 00:00:00+00:00,2017-06-02 16:43:53+00:00,44
162,d2d8c96cdc3a00c418d2a5539e598add,2018-04-02 00:00:00+00:00,2018-05-15 20:44:33+00:00,43
163,d86c683d3790be2beffa016e4140940d,2018-02-14 00:00:00+00:00,2018-03-29 22:22:04+00:00,43
164,6225c94031a1e372349fa17f1891317d,2018-03-13 00:00:00+00:00,2018-04-25 20:36:53+00:00,43
165,b372525f79a03a4f4c7f33e311e3a6eb,2018-03-07 00:00:00+00:00,2018-04-19 19:22:42+00:00,43
166,4530ebf341c28451b56c66fc4d70f8eb,2018-07-24 00:00:00+00:00,2018-09-05 18:06:50+00:00,43
167,866314550f6d7a55c82917d9b4463e1f,2017-12-13 00:00:00+00:00,2018-01-25 19:38:35+00:00,43
168,5687858ec96eba8c66c04d8a08ff4e42,2018-03-21 00:00:00+00:00,2018-05-03 00:48:41+00:00,43
169,756893c5dc2102b9555b660dffb03813,2018-03-08 00:00:00+00:00,2018-04-20 18:48:52+00:00,43
170,5178acb217f7a75ee85a3dd00eacdad7,2018-04-10 00:00:00+00:00,2018-05-22 18:16:34+00:00,42
171,63fd40b25ac9dbeea8ec6b26558a1add,2018-03-09 00:00:00+00:00,2018-04-20 23:08:27+00:00,42
172,33797bbcfc4f22d40110f77692f83c78,2018-01-04 00:00:00+00:00,2018-02-15 16:45:33+00:00,42
173,408d3b25332b720d54aeb8503549722e,2017-04-19 00:00:00+00:00,2017-05-31 09:13:50+00:00,42
174,b7aa6fd1a55a501926e5f7253617ac90,2017-08-09 00:00:00+00:00,2017-09-20 17:43:20+00:00,42
175,48cefe210d7a04f470fd6592ea91ffb9,2017-12-20 00:00:00+00:00,2018-01-31 18:24:39+00:00,42
176,814fe5df303b0c72aeddb331dbfe9802,2018-06-08 00:00:00+00:00,2018-07-20 13:41:39+00:00,42
177,85aa425106ebd563ef29f08d6cb0f4d0,2017-04-11 00:00:00+00:00,2017-05-23 16:52:25+00:00,42
178,2e62dadd571541842fefc7c3b4bf4527,2017-07-07 00:00:00+00:00,2017-08-18 15:52:19+00:00,42
179,607eee584aa2eb64b8e9464c5e590efc,2018-03-23 00:00:00+00:00,2018-05-04 20:32:36+00:00,42
180,a2b4be96b53022618030c17ed437604d,2018-08-17 00:00:00+00:00,2018-09-27 02:24:33+00:00,41
181,5738b1361143b2ba3e59fcb5dffc7114,2017-12-20 00:00:00+00:00,2018-01-30 18:32:21+00:00,41
182,e10c65499c59e57eea4d979ac5eb3d0f,2018-03-07 00:00:00+00:00,2018-04-17 17:34:42+00:00,41
183,0855f6a946e8c4bef27d0ac24e524554,2018-03-22 00:00:00+00:00,2018-05-02 22:06:59+00:00,41
184,01f67ca8027e959060afd840aa06f465,2018-05-24 00:00:00+00:00,2018-07-04 18:47:45+00:00,41
185,73e675969b9e5495c9d1c8d4b3b21e1e,2018-03-27 00:00:00+00:00,2018-05-07 15:09:58+00:00,41
186,465cfd7016202e455adf9b1a83736c86,2017-12-27 00:00:00+00:00,2018-02-06 15:58:54+00:00,41
187,265bb549f8bbcaeaa66023404ec02db5,2018-03-19 00:00:00+00:00,2018-04-29 17:44:42+00:00,41
188,71717b68820ab37f844d6799422804d7,2017-08-09 00:00:00+00:00,2017-09-19 14:42:08+00:00,41
189,5622ad01924109b081d3f0f7fdd45f71,2017-05-04 00:00:00+00:00,2017-06-14 13:06:39+00:00,41
190,a27f3aab93e8f43407c0fe4296f475c1,2018-05-10 00:00:00+00:00,2018-06-20 22:41:33+00:00,41
191,b062c88d0db22ff6a4e37c2df0f85333,2018-03-27 00:00:00+00:00,2018-05-07 10:47:33+00:00,41
192,4aaf9b9778e313ecfcfe11ba5673b136,2018-04-27 00:00:00+00:00,2018-06-07 13:28:40+00:00,41
193,00e054d0da011d5016f31011af488f4f,2018-03-28 00:00:00+00:00,2018-05-08 15:44:31+00:00,41
194,0bc2f31a926a812c0002115befdfdebe,2017-12-11 00:00:00+00:00,2018-01-20 11:53:50+00:00,40
195,16efc11ccab2e8a17656020f80cd39e3,2017-12-27 00:00:00+00:00,2018-02-05 21:08:10+00:00,40
196,7cb72e0bbd081c1483fb0b200266b7d3,2018-04-04 00:00:00+00:00,2018-05-14 19:02:43+00:00,40
197,2fe3cac4410271c6297a141898af28f0,2018-03-14 00:00:00+00:00,2018-04-23 21:04:34+00:00,40
198,89aaf44e5c7771fbdeacb9baa428988b,2018-04-13 00:00:00+00:00,2018-05-23 22:47:50+00:00,40
199,880a2443009447fa88b518da4806fc93,2018-01-30 00:00:00+00:00,2018-03-11 21:06:06+00:00,40
200,42eac028466118a879151bd1ad4c2acd,2017-11-27 00:00:00+00:00,2018-01-06 13:37:11+00:00,40
201,1e189a60261c3efb60bdace6d37ac223,2017-12-14 00:00:00+00:00,2018-01-23 19:06:57+00:00,40
202,576668497bf1dc1ca572fcf231234444,2018-04-04 00:00:00+00:00,2018-05-14 19:52:48+00:00,40
203,9e7b4dc19aadc8298e2984986d3bf014,2017-11-10 00:00:00+00:00,2017-12-20 14:32:58+00:00,40
204,44e578be804a15b9c4be4b6e91eedf48,2018-04-05 00:00:00+00:00,2018-05-14 11:04:04+00:00,39
205,b4c8c7add8acbdb1bebcae219ab6c141,2018-03-19 00:00:00+00:00,2018-04-27 22:28:41+00:00,39
206,fd9fd21af695ddc1b8200a18954f7b73,2018-03-29 00:00:00+00:00,2018-05-07 23:04:07+00:00,39
207,514b4450547a198b2000fe570c522277,2017-12-29 00:00:00+00:00,2018-02-06 01:57:03+00:00,39
208,3e47a8cc66024053901d7313a7d2a0b7,2018-03-05 00:00:00+00:00,2018-04-13 17:14:24+00:00,39
209,cc61a8a634ed495116b2ce1fc8d1a1e1,2018-03-16 00:00:00+00:00,2018-04-24 20:54:46+00:00,39
210,acbf78375e415ab56c0f6160901b6167,2018-03-06 00:00:00+00:00,2018-04-13 13:33:34+00:00,38
211,dd1e6c3ec773916f8f48f7401beefc6a,2017-12-12 00:00:00+00:00,2018-01-19 23:28:26+00:00,38
212,28bbae6599b09d39ca406b747b6632b1,2017-12-29 00:00:00+00:00,2018-02-05 14:59:09+00:00,38
213,d38cfff41619a58ae9fb4bb3be5cdfa6,2017-07-04 00:00:00+00:00,2017-08-11 19:25:55+00:00,38
214,0f016423033058b7bef153a01ff9100b,2018-03-26 00:00:00+00:00,2018-05-03 11:46:32+00:00,38
215,189ba95d81c72d1250e45df72f8acaa4,2018-05-21 00:00:00+00:00,2018-06-28 16:03:56+00:00,38
216,4af2fb154881f350d8696f7f7a7f80d3,2018-08-13 00:00:00+00:00,2018-09-20 16:08:33+00:00,38
217,f93bdede82a36c75fddda9a509f2298b,2018-03-22 00:00:00+00:00,2018-04-29 21:48:58+00:00,38
218,238652e39c5fdf89a8fd44776f532501,2018-08-10 00:00:00+00:00,2018-09-17 14:37:09+00:00,38
219,d573a47c29466bb2e4e46aef0ff04f23,2017-03-28 00:00:00+00:00,2017-05-05 00:09:56+00:00,38
220,93aa3771306828f17309cce989a90e5f,2018-03-26 00:00:00+00:00,2018-05-02 21:42:47+00:00,37
221,f79166d484b12d995cc47ff0fd43db75,2017-12-18 00:00:00+00:00,2018-01-24 19:18:13+00:00,37
222,698b8ecdaf8c15fe44343352cff74210,2018-05-09 00:00:00+00:00,2018-06-15 15:19:05+00:00,37
223,a7b6379e7ca83fc534678ad86108cff7,2018-03-12 00:00:00+00:00,2018-04-18 17:09:20+00:00,37
224,f916cacb752116d552d42759c8da0cca,2018-03-28 00:00:00+00:00,2018-05-04 20:28:41+00:00,37
225,83c72ea1f298ffb69588da1e76ad9bcc,2018-02-07 00:00:00+00:00,2018-03-16 01:38:42+00:00,37
226,bcaa9390e85fe694eefdf1e33f77b3b5,2018-03-26 00:00:00+00:00,2018-05-02 22:12:46+00:00,37
227,ac403e440819af1853b7fcd7f04de6c4,2018-03-13 00:00:00+00:00,2018-04-19 19:07:02+00:00,37
228,30ee51f86a9d676801e824efd4aad215,2018-04-05 00:00:00+00:00,2018-05-12 11:20:59+00:00,37
229,86c533ce44691f0e2aacdbba0442170a,2017-07-31 00:00:00+00:00,2017-09-05 18:52:04+00:00,36
230,621f567448cbf2281b22381247c491ca,2018-03-13 00:00:00+00:00,2018-04-18 21:16:43+00:00,36
